sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR10076405	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076405_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076405_2.fastq.gz
SRR10076406	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076406_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076406_2.fastq.gz
SRR10076407	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076407_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076407_2.fastq.gz
SRR10076408	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076408_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076408_2.fastq.gz
SRR10076409	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076409_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076409_2.fastq.gz
SRR10076410	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076410_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076410_2.fastq.gz
SRR10076411	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076411_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076411_2.fastq.gz
SRR10076412	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076412_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076412_2.fastq.gz
SRR10076413	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076413_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076413_2.fastq.gz
SRR10076414	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076414_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076414_2.fastq.gz
SRR10076415	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076415_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076415_2.fastq.gz
SRR10076416	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076416_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076416_2.fastq.gz
SRR10076417	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076417_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076417_2.fastq.gz
SRR10076418	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076418_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076418_2.fastq.gz
SRR10076419	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076419_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076419_2.fastq.gz
SRR10076420	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076420_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076420_2.fastq.gz
SRR10076421	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076421_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076421_2.fastq.gz
SRR10076422	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076422_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076422_2.fastq.gz
SRR10076423	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076423_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076423_2.fastq.gz
SRR10076424	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076424_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076424_2.fastq.gz
SRR10076425	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076425_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076425_2.fastq.gz
SRR10076426	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076426_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076426_2.fastq.gz
SRR10076427	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076427_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076427_2.fastq.gz
SRR10076428	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076428_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076428_2.fastq.gz
SRR10076429	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076429_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076429_2.fastq.gz
SRR10076430	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076430_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076430_2.fastq.gz
SRR10076431	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076431_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076431_2.fastq.gz
SRR10076432	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076432_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076432_2.fastq.gz
SRR10076433	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076433_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076433_2.fastq.gz
SRR10076434	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076434_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076434_2.fastq.gz
SRR10076435	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076435_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076435_2.fastq.gz
SRR10076436	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076436_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076436_2.fastq.gz
SRR10076437	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076437_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076437_2.fastq.gz
SRR10076438	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076438_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076438_2.fastq.gz
SRR10076439	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076439_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076439_2.fastq.gz
SRR10076440	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076440_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076440_2.fastq.gz
SRR10076441	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076441_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076441_2.fastq.gz
SRR10076442	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076442_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076442_2.fastq.gz
SRR10076443	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076443_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076443_2.fastq.gz
SRR10076444	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076444_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076444_2.fastq.gz
SRR10076445	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076445_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076445_2.fastq.gz
SRR10076446	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076446_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076446_2.fastq.gz
SRR10076447	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076447_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076447_2.fastq.gz
SRR10076448	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076448_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076448_2.fastq.gz
SRR10076449	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076449_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076449_2.fastq.gz
SRR10076450	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076450_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076450_2.fastq.gz
SRR10076451	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076451_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076451_2.fastq.gz
SRR10076452	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076452_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076452_2.fastq.gz
SRR10076453	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076453_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076453_2.fastq.gz
SRR10076454	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076454_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076454_2.fastq.gz
SRR10076455	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076455_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076455_2.fastq.gz
SRR10076456	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076456_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076456_2.fastq.gz
SRR10076457	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076457_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076457_2.fastq.gz
SRR10076458	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076458_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076458_2.fastq.gz
SRR10076459	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076459_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076459_2.fastq.gz
SRR10076460	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076460_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076460_2.fastq.gz
SRR10076461	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076461_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076461_2.fastq.gz
SRR10076462	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076462_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076462_2.fastq.gz
SRR10076463	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076463_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076463_2.fastq.gz
SRR10076464	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076464_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076464_2.fastq.gz
SRR10076465	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076465_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076465_2.fastq.gz
SRR10076466	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076466_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076466_2.fastq.gz
SRR10076467	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076467_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076467_2.fastq.gz
SRR10076468	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076468_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076468_2.fastq.gz
SRR10076469	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076469_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076469_2.fastq.gz
SRR10076470	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076470_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076470_2.fastq.gz
SRR10076471	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076471_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076471_2.fastq.gz
SRR10076472	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076472_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076472_2.fastq.gz
SRR10076473	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076473_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076473_2.fastq.gz
SRR10076474	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076474_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076474_2.fastq.gz
SRR10076475	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076475_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076475_2.fastq.gz
SRR10076476	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076476_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076476_2.fastq.gz
SRR10076477	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076477_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076477_2.fastq.gz
SRR10076478	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076478_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076478_2.fastq.gz
SRR10076479	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076479_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076479_2.fastq.gz
SRR10076480	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076480_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076480_2.fastq.gz
SRR10076481	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076481_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076481_2.fastq.gz
SRR10076482	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076482_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076482_2.fastq.gz
SRR10076483	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076483_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076483_2.fastq.gz
SRR10076484	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076484_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076484_2.fastq.gz
SRR10076485	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076485_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076485_2.fastq.gz
SRR10076486	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076486_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076486_2.fastq.gz
SRR10076487	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076487_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076487_2.fastq.gz
SRR10076488	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076488_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076488_2.fastq.gz
SRR10076489	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076489_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076489_2.fastq.gz
SRR10076490	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076490_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076490_2.fastq.gz
