sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR11749099	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749099_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749099_2.fastq.gz
SRR11749100	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749100_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749100_2.fastq.gz
SRR11749101	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749101_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749101_2.fastq.gz
SRR11749102	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749102_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749102_2.fastq.gz
SRR11749103	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749103_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749103_2.fastq.gz
SRR11749104	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749104_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749104_2.fastq.gz
SRR11749105	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749105_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749105_2.fastq.gz
SRR11749106	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749106_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749106_2.fastq.gz
SRR11749107	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749107_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749107_2.fastq.gz
SRR11749108	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749108_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749108_2.fastq.gz
SRR11749109	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749109_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749109_2.fastq.gz
SRR11749110	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749110_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749110_2.fastq.gz
SRR11749112	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749112_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749112_2.fastq.gz
SRR11749113	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749113_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749113_2.fastq.gz
SRR11749114	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749114_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749114_2.fastq.gz
SRR11749115	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749115_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749115_2.fastq.gz
SRR11749116	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749116_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749116_2.fastq.gz
SRR11749117	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749117_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749117_2.fastq.gz
SRR11749118	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749118_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749118_2.fastq.gz
SRR11749119	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749119_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749119_2.fastq.gz
SRR11749120	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749120_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749120_2.fastq.gz
SRR11749121	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749121_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749121_2.fastq.gz
SRR11749122	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749122_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749122_2.fastq.gz
SRR11749123	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749123_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749123_2.fastq.gz
SRR11749124	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749124_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749124_2.fastq.gz
SRR11749125	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749125_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749125_2.fastq.gz
SRR11749126	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749126_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749126_2.fastq.gz
SRR11749127	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749127_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749127_2.fastq.gz
SRR11749128	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749128_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749128_2.fastq.gz
SRR11749129	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749129_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749129_2.fastq.gz
SRR11749130	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749130_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749130_2.fastq.gz
SRR11749131	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749131_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749131_2.fastq.gz
SRR11749132	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749132_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-08/raw/samples/SRR11749132_2.fastq.gz
